Subject,Course_Number,Course_Code,Title,Credits,Description,Requisites,Equivalent_To,Additional_Information,Repeatable,Other_Notes,Description_HTML
ACTG,470,ACTG 470,Federal Taxation,4 Credits,Federal income tax law covering primarily the taxation of individuals with a focus on business invoice and property transactions. Introduction to tax planning.,"Prereq: BA 101Z, BA 169Z, BA 213Z, EC 201Z, EC 202Z, MATH 241, STAT 243Z.",,,,,"<p class=""courseblockdesc"">
Federal income tax law covering primarily the taxation of individuals with a focus on business invoice and property transactions. Introduction to tax planning.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=BA%20101Z"" onclick=""return showCourse(this, 'BA 101Z');"" title=""BA 101Z"">BA 101Z</a>, <a class=""bubblelink code"" href=""/search/?P=BA%20169Z"" onclick=""return showCourse(this, 'BA 169Z');"" title=""BA 169Z"">BA 169Z</a>, <a class=""bubblelink code"" href=""/search/?P=BA%20213Z"" onclick=""return showCourse(this, 'BA 213Z');"" title=""BA 213Z"">BA 213Z</a>, <a class=""bubblelink code"" href=""/search/?P=EC%20201Z"" onclick=""return showCourse(this, 'EC 201Z');"" title=""EC 201Z"">EC 201Z</a>, <a class=""bubblelink code"" href=""/search/?P=EC%20202Z"" onclick=""return showCourse(this, 'EC 202Z');"" title=""EC 202Z"">EC 202Z</a>, <a class=""bubblelink code"" href=""/search/?P=MATH%20241"" onclick=""return showCourse(this, 'MATH 241');"" title=""MATH 241"">MATH 241</a>, <a class=""bubblelink code"" href=""/search/?P=STAT%20243Z"" onclick=""return showCourse(this, 'STAT 243Z');"" title=""STAT 243Z"">STAT 243Z</a>.<br/>
</p>"
ACTG,480,ACTG 480,Accounting Data Analytics I,4 Credits,"Focuses on the increased use of data analytics within the accounting profession, including an understanding of data analytic thinking, terminology and application.",Prereq: ACTG 350.,,,,,"<p class=""courseblockdesc"">
Focuses on the increased use of data analytics within the accounting profession, including an understanding of data analytic thinking, terminology and application.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=ACTG%20350"" onclick=""return showCourse(this, 'ACTG 350');"" title=""ACTG 350"">ACTG 350</a>.<br/>
</p>"
ACTG,503,ACTG 503,Thesis,1-16 Credits,A written document resulting from study or research and submitted as a major requirement for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A written document resulting from study or research and submitted as a major requirement for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,510,ACTG 510,Experimental Course: [Topic],1-4 Credits,A recent topic is Accounting Information Systems.,,,,Repeatable 99 times when topic changes,,"<p class=""courseblockdesc"">
A recent topic is Accounting Information Systems.<br/><b>Repeatable 99 times when topic changes</b><br/>
</p>"
ACTG,525,ACTG 525,Professional Ethics for Accountants,4 Credits,This course presents the ethical standards of the accounting profession with emphasis on contemporary issues confronting accountants and auditors including their social and ethical responsibilities.,,,,,,"<p class=""courseblockdesc"">
This course presents the ethical standards of the accounting profession with emphasis on contemporary issues confronting accountants and auditors including their social and ethical responsibilities.<br/>
</p>"
ACTG,540,ACTG 540,Auditing,4 Credits,"The audit environment, examinations of financial statements, and the audit process. Includes professional standards, audit sampling, and the audit profession; concepts underlying professional ethics for auditors.",,,,,,"<p class=""courseblockdesc"">
The audit environment, examinations of financial statements, and the audit process. Includes professional standards, audit sampling, and the audit profession; concepts underlying professional ethics for auditors.<br/>
</p>"
ACTG,550,ACTG 550,Advanced Financial Accounting,4 Credits,Accounting for equity; financial accounting and reporting for corporate consolidation.,,,,,,"<p class=""courseblockdesc"">
Accounting for equity; financial accounting and reporting for corporate consolidation.<br/>
</p>"
ACTG,560,ACTG 560,Government & Not for Profit Accounting,4 Credits,"This course teaches differences in accounting and financial reporting for governmental and not-for-profit organizations and differences between private sector and public-sector accounting, standards-setting, meeting stakeholder needs.",,,,,,"<p class=""courseblockdesc"">
This course teaches differences in accounting and financial reporting for governmental and not-for-profit organizations and differences between private sector and public-sector accounting, standards-setting, meeting stakeholder needs.<br/>
</p>"
ACTG,570,ACTG 570,Federal Taxation,4 Credits,Federal income tax law covering primarily the taxation of individuals with a focus on business invoice and property transactions. Introduction to tax planning.,,,,,,"<p class=""courseblockdesc"">
Federal income tax law covering primarily the taxation of individuals with a focus on business invoice and property transactions. Introduction to tax planning.<br/>
</p>"
ACTG,580,ACTG 580,Accounting Data Analytics I,4 Credits,"Focuses on the increased use of data analytics within the accounting profession, including an understanding of data analytic thinking, terminology and application.",,,,,,"<p class=""courseblockdesc"">
Focuses on the increased use of data analytics within the accounting profession, including an understanding of data analytic thinking, terminology and application.<br/>
</p>"
ACTG,601,ACTG 601,Research: [Topic],1-16 Credits,Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Disciplined inquiry of a topic with varying techniques and assignments suited to the nature and conditions of the problem being investigated. Often pursued in relation to a dissertation or thesis.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,603,ACTG 603,Dissertation,1-16 Credits,A written document resulting from study or research and submitted as a major requirement for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A written document resulting from study or research and submitted as a major requirement for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,604,ACTG 604,Internship: [Topic],1-9 Credits,Professional practice in an organization that integrates concepts studied at the university with career-related work experience.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Professional practice in an organization that integrates concepts studied at the university with career-related work experience.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,605,ACTG 605,Reading and Conference: [Topic],1-16 Credits,A particular selection of material read by a student and discussed in conference with a faculty member.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A particular selection of material read by a student and discussed in conference with a faculty member.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,606,ACTG 606,Practicum: [Topic],1-16 Credits,A series of clinical experiences under academic supervision designed to integrate theory and principles with practice.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A series of clinical experiences under academic supervision designed to integrate theory and principles with practice.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,607,ACTG 607,Seminar: [Topic],1-5 Credits,Current Research in Accounting is a recent topic.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
Current Research in Accounting is a recent topic.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,608,ACTG 608,Workshop: [Topic],1-16 Credits,"An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.",,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
An intensive experience, limited in scope and time, in which a group of students focus on skills development rather than content mastery.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,609,ACTG 609,Terminal Project,1-12 Credits,A presentation incorporating the knowledge and skills acquired from course work completed for a degree.,,,,Repeatable 99 times,,"<p class=""courseblockdesc"">
A presentation incorporating the knowledge and skills acquired from course work completed for a degree.<br/><b>Repeatable 99 times</b><br/>
</p>"
ACTG,610,ACTG 610,Experimental Course: [Topic],1-5 Credits,"Recent topics include Developing the Business Professional, International Accounting, Tax Pass-Through Entities.",,,,Repeatable 99 times when topic changes,,"<p class=""courseblockdesc"">
Recent topics include Developing the Business Professional, International Accounting, Tax Pass-Through Entities.<br/><b>Repeatable 99 times when topic changes</b><br/>
</p>"
ACTG,612,ACTG 612,Financial Accounting,3 Credits,Introduces the accounting model and financial statements for external users. Emphasizes the use of accounting information in valuation and performance evaluation.,Prereq: BA 211Z or equivalent.,,,,,"<p class=""courseblockdesc"">
Introduces the accounting model and financial statements for external users.  Emphasizes the use of accounting information in valuation and performance evaluation.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=BA%20211Z"" onclick=""return showCourse(this, 'BA 211Z');"" title=""BA 211Z"">BA 211Z</a> or equivalent.<br/>
</p>"
ACTG,616,ACTG 616,Tax Research,4 Credits,"Introduces tax law, tax authority, and how to research complex tax issues. Emphasizes development of professional research memorandums and advising clients on tax strategies.",Prereq: ACTG 570 or ACTG 617.,,,,,"<p class=""courseblockdesc"">
Introduces tax law, tax authority, and how to research complex tax issues. Emphasizes development of professional research memorandums and advising clients on tax strategies.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=ACTG%20570"" onclick=""return showCourse(this, 'ACTG 570');"" title=""ACTG 570"">ACTG 570</a> or <a class=""bubblelink code"" href=""/search/?P=ACTG%20617"" onclick=""return showCourse(this, 'ACTG 617');"" title=""ACTG 617"">ACTG 617</a>.<br/>
</p>"
ACTG,617,ACTG 617,Taxation of Business,4 Credits,"Taxation of business entities (C corporations, partnerships, S corporations, and limited liability companies) as they form, operate, and dissolve.",,,,,,"<p class=""courseblockdesc"">
Taxation of business entities (C corporations, partnerships, S corporations, and limited liability companies) as they form, operate, and dissolve.<br/>
</p>"
ACTG,618,ACTG 618,Taxes and Business Strategy,4 Credits,"How to use economic analysis as a tax planning tool, thereby incorporating tax factors in economic decisions.",Prereq: ACTG 617.,,,,,"<p class=""courseblockdesc"">
How to use economic analysis as a tax planning tool, thereby incorporating tax factors in economic decisions.<br/><b>Requisites:</b> Prereq: <a class=""bubblelink code"" href=""/search/?P=ACTG%20617"" onclick=""return showCourse(this, 'ACTG 617');"" title=""ACTG 617"">ACTG 617</a>.<br/>
</p>"
